,Site,Parameter,Date (LT),Year,Month,Day,Hour,NowCast Conc.,AQI,AQI Category,Raw Conc.,Conc. Unit,Duration,QC Name
999,Addis Ababa Central,PM2.5 - Principal,2018-02-15 04:00:00,2018,2,15,4,10.5,44,Good,11.0,UG/M3,1 Hr,Valid
1000,Addis Ababa Central,PM2.5 - Principal,2018-02-15 05:00:00,2018,2,15,5,10.7,45,Good,11.0,UG/M3,1 Hr,Valid
1001,Addis Ababa Central,PM2.5 - Principal,2018-02-15 06:00:00,2018,2,15,6,14.8,57,Moderate,19.0,UG/M3,1 Hr,Valid
1002,Addis Ababa Central,PM2.5 - Principal,2018-02-15 07:00:00,2018,2,15,7,15.9,59,Moderate,17.0,UG/M3,1 Hr,Valid
1003,Addis Ababa Central,PM2.5 - Principal,2018-02-15 08:00:00,2018,2,15,8,17.9,63,Moderate,20.0,UG/M3,1 Hr,Valid
1004,Addis Ababa Central,PM2.5 - Principal,2018-02-15 09:00:00,2018,2,15,9,17.9,63,Moderate,18.0,UG/M3,1 Hr,Valid
1005,Addis Ababa Central,PM2.5 - Principal,2018-02-15 10:00:00,2018,2,15,10,19.4,66,Moderate,21.0,UG/M3,1 Hr,Valid
1006,Addis Ababa Central,PM2.5 - Principal,2018-02-15 11:00:00,2018,2,15,11,18.7,65,Moderate,18.0,UG/M3,1 Hr,Valid
1007,Addis Ababa Central,PM2.5 - Principal,2018-02-15 12:00:00,2018,2,15,12,16.3,60,Moderate,14.0,UG/M3,1 Hr,Valid
1009,Addis Ababa Central,PM2.5 - Principal,2018-02-15 14:00:00,2018,2,15,14,16.7,61,Moderate,17.0,UG/M3,1 Hr,Valid
1010,Addis Ababa Central,PM2.5 - Principal,2018-02-15 15:00:00,2018,2,15,15,12.3,51,Moderate,9.0,UG/M3,1 Hr,Valid
1011,Addis Ababa Central,PM2.5 - Principal,2018-02-15 16:00:00,2018,2,15,16,11.0,46,Good,10.0,UG/M3,1 Hr,Valid
1012,Addis Ababa Central,PM2.5 - Principal,2018-02-15 17:00:00,2018,2,15,17,12.0,50,Good,13.0,UG/M3,1 Hr,Valid
1013,Addis Ababa Central,PM2.5 - Principal,2018-02-15 18:00:00,2018,2,15,18,12.5,52,Moderate,13.0,UG/M3,1 Hr,Valid
1014,Addis Ababa Central,PM2.5 - Principal,2018-02-15 19:00:00,2018,2,15,19,13.2,53,Moderate,14.0,UG/M3,1 Hr,Valid
1015,Addis Ababa Central,PM2.5 - Principal,2018-02-15 20:00:00,2018,2,15,20,13.1,53,Moderate,13.0,UG/M3,1 Hr,Valid
1016,Addis Ababa Central,PM2.5 - Principal,2018-02-15 21:00:00,2018,2,15,21,13.5,54,Moderate,14.0,UG/M3,1 Hr,Valid
1017,Addis Ababa Central,PM2.5 - Principal,2018-02-15 22:00:00,2018,2,15,22,12.7,52,Moderate,12.0,UG/M3,1 Hr,Valid
1018,Addis Ababa Central,PM2.5 - Principal,2018-02-15 23:00:00,2018,2,15,23,11.9,50,Good,11.0,UG/M3,1 Hr,Valid
1019,Addis Ababa Central,PM2.5 - Principal,2018-02-16 00:00:00,2018,2,16,0,13.3,54,Moderate,15.0,UG/M3,1 Hr,Valid
1020,Addis Ababa Central,PM2.5 - Principal,2018-02-16 01:00:00,2018,2,16,1,13.6,54,Moderate,14.0,UG/M3,1 Hr,Valid
1021,Addis Ababa Central,PM2.5 - Principal,2018-02-16 02:00:00,2018,2,16,2,13.3,54,Moderate,13.0,UG/M3,1 Hr,Valid
1022,Addis Ababa Central,PM2.5 - Principal,2018-02-16 03:00:00,2018,2,16,3,12.8,52,Moderate,12.0,UG/M3,1 Hr,Valid
1023,Addis Ababa Central,PM2.5 - Principal,2018-02-16 04:00:00,2018,2,16,4,12.9,53,Moderate,13.0,UG/M3,1 Hr,Valid
1024,Addis Ababa Central,PM2.5 - Principal,2018-02-16 05:00:00,2018,2,16,5,12.6,52,Moderate,12.0,UG/M3,1 Hr,Valid
1025,Addis Ababa Central,PM2.5 - Principal,2018-02-16 06:00:00,2018,2,16,6,13.0,53,Moderate,14.0,UG/M3,1 Hr,Valid
1026,Addis Ababa Central,PM2.5 - Principal,2018-02-16 07:00:00,2018,2,16,7,13.3,54,Moderate,14.0,UG/M3,1 Hr,Valid
1027,Addis Ababa Central,PM2.5 - Principal,2018-02-16 08:00:00,2018,2,16,8,17.1,62,Moderate,21.0,UG/M3,1 Hr,Valid
1028,Addis Ababa Central,PM2.5 - Principal,2018-02-16 09:00:00,2018,2,16,9,14.2,55,Moderate,11.0,UG/M3,1 Hr,Valid
1029,Addis Ababa Central,PM2.5 - Principal,2018-02-16 10:00:00,2018,2,16,10,14.5,56,Moderate,15.0,UG/M3,1 Hr,Valid
1030,Addis Ababa Central,PM2.5 - Principal,2018-02-16 11:00:00,2018,2,16,11,12.2,51,Moderate,10.0,UG/M3,1 Hr,Valid
1031,Addis Ababa Central,PM2.5 - Principal,2018-02-16 12:00:00,2018,2,16,12,11.1,46,Good,10.0,UG/M3,1 Hr,Valid
1032,Addis Ababa Central,PM2.5 - Principal,2018-02-16 13:00:00,2018,2,16,13,13.0,53,Moderate,15.0,UG/M3,1 Hr,Valid
1033,Addis Ababa Central,PM2.5 - Principal,2018-02-16 14:00:00,2018,2,16,14,12.5,52,Moderate,12.0,UG/M3,1 Hr,Valid
1034,Addis Ababa Central,PM2.5 - Principal,2018-02-16 15:00:00,2018,2,16,15,10.7,45,Good,9.0,UG/M3,1 Hr,Valid
1035,Addis Ababa Central,PM2.5 - Principal,2018-02-16 16:00:00,2018,2,16,16,9.8,41,Good,9.0,UG/M3,1 Hr,Valid
1036,Addis Ababa Central,PM2.5 - Principal,2018-02-16 17:00:00,2018,2,16,17,10.9,45,Good,12.0,UG/M3,1 Hr,Valid
1037,Addis Ababa Central,PM2.5 - Principal,2018-02-16 18:00:00,2018,2,16,18,9.9,41,Good,9.0,UG/M3,1 Hr,Valid
1038,Addis Ababa Central,PM2.5 - Principal,2018-02-16 19:00:00,2018,2,16,19,10.9,45,Good,12.0,UG/M3,1 Hr,Valid
1039,Addis Ababa Central,PM2.5 - Principal,2018-02-16 20:00:00,2018,2,16,20,13.7,54,Moderate,17.0,UG/M3,1 Hr,Valid
1040,Addis Ababa Central,PM2.5 - Principal,2018-02-16 21:00:00,2018,2,16,21,13.4,54,Moderate,13.0,UG/M3,1 Hr,Valid
1041,Addis Ababa Central,PM2.5 - Principal,2018-02-16 22:00:00,2018,2,16,22,11.3,47,Good,9.0,UG/M3,1 Hr,Valid
1042,Addis Ababa Central,PM2.5 - Principal,2018-02-16 23:00:00,2018,2,16,23,10.7,45,Good,10.0,UG/M3,1 Hr,Valid
1043,Addis Ababa Central,PM2.5 - Principal,2018-02-17 00:00:00,2018,2,17,0,9.3,39,Good,8.0,UG/M3,1 Hr,Valid
1044,Addis Ababa Central,PM2.5 - Principal,2018-02-17 01:00:00,2018,2,17,1,9.1,38,Good,9.0,UG/M3,1 Hr,Valid
1045,Addis Ababa Central,PM2.5 - Principal,2018-02-17 02:00:00,2018,2,17,2,10.0,42,Good,11.0,UG/M3,1 Hr,Valid
1046,Addis Ababa Central,PM2.5 - Principal,2018-02-17 03:00:00,2018,2,17,3,10.5,44,Good,11.0,UG/M3,1 Hr,Valid
1047,Addis Ababa Central,PM2.5 - Principal,2018-02-17 04:00:00,2018,2,17,4,9.7,40,Good,9.0,UG/M3,1 Hr,Valid
1048,Addis Ababa Central,PM2.5 - Principal,2018-02-17 05:00:00,2018,2,17,5,8.8,37,Good,8.0,UG/M3,1 Hr,Valid
1049,Addis Ababa Central,PM2.5 - Principal,2018-02-17 06:00:00,2018,2,17,6,7.9,33,Good,7.0,UG/M3,1 Hr,Valid
1050,Addis Ababa Central,PM2.5 - Principal,2018-02-17 07:00:00,2018,2,17,7,9.9,41,Good,12.0,UG/M3,1 Hr,Valid
1051,Addis Ababa Central,PM2.5 - Principal,2018-02-17 08:00:00,2018,2,17,8,13.9,55,Moderate,18.0,UG/M3,1 Hr,Valid
1052,Addis Ababa Central,PM2.5 - Principal,2018-02-17 09:00:00,2018,2,17,9,16.9,61,Moderate,20.0,UG/M3,1 Hr,Valid
1053,Addis Ababa Central,PM2.5 - Principal,2018-02-17 10:00:00,2018,2,17,10,16.9,61,Moderate,17.0,UG/M3,1 Hr,Valid
1054,Addis Ababa Central,PM2.5 - Principal,2018-02-17 11:00:00,2018,2,17,11,16.4,60,Moderate,16.0,UG/M3,1 Hr,Valid
1055,Addis Ababa Central,PM2.5 - Principal,2018-02-17 12:00:00,2018,2,17,12,17.2,62,Moderate,18.0,UG/M3,1 Hr,Valid
1056,Addis Ababa Central,PM2.5 - Principal,2018-02-17 13:00:00,2018,2,17,13,19.6,67,Moderate,22.0,UG/M3,1 Hr,Valid
1057,Addis Ababa Central,PM2.5 - Principal,2018-02-17 14:00:00,2018,2,17,14,20.8,69,Moderate,22.0,UG/M3,1 Hr,Valid
1058,Addis Ababa Central,PM2.5 - Principal,2018-02-17 15:00:00,2018,2,17,15,22.9,74,Moderate,25.0,UG/M3,1 Hr,Valid
1059,Addis Ababa Central,PM2.5 - Principal,2018-02-17 16:00:00,2018,2,17,16,22.9,74,Moderate,23.0,UG/M3,1 Hr,Valid
1060,Addis Ababa Central,PM2.5 - Principal,2018-02-17 17:00:00,2018,2,17,17,25.4,79,Moderate,28.0,UG/M3,1 Hr,Valid
1061,Addis Ababa Central,PM2.5 - Principal,2018-02-17 18:00:00,2018,2,17,18,22.2,72,Moderate,19.0,UG/M3,1 Hr,Valid
1062,Addis Ababa Central,PM2.5 - Principal,2018-02-17 19:00:00,2018,2,17,19,20.0,68,Moderate,17.0,UG/M3,1 Hr,Valid
1063,Addis Ababa Central,PM2.5 - Principal,2018-02-17 20:00:00,2018,2,17,20,19.6,67,Moderate,19.0,UG/M3,1 Hr,Valid
1064,Addis Ababa Central,PM2.5 - Principal,2018-02-17 21:00:00,2018,2,17,21,20.6,69,Moderate,22.0,UG/M3,1 Hr,Valid
1065,Addis Ababa Central,PM2.5 - Principal,2018-02-17 22:00:00,2018,2,17,22,30.8,90,Moderate,41.0,UG/M3,1 Hr,Valid
1066,Addis Ababa Central,PM2.5 - Principal,2018-02-17 23:00:00,2018,2,17,23,22.9,74,Moderate,15.0,UG/M3,1 Hr,Valid
1067,Addis Ababa Central,PM2.5 - Principal,2018-02-18 00:00:00,2018,2,18,0,17.9,63,Moderate,13.0,UG/M3,1 Hr,Valid
1068,Addis Ababa Central,PM2.5 - Principal,2018-02-18 01:00:00,2018,2,18,1,14.9,57,Moderate,12.0,UG/M3,1 Hr,Valid
1069,Addis Ababa Central,PM2.5 - Principal,2018-02-18 02:00:00,2018,2,18,2,13.4,54,Moderate,12.0,UG/M3,1 Hr,Valid
1070,Addis Ababa Central,PM2.5 - Principal,2018-02-18 03:00:00,2018,2,18,3,13.2,53,Moderate,13.0,UG/M3,1 Hr,Valid
1071,Addis Ababa Central,PM2.5 - Principal,2018-02-18 04:00:00,2018,2,18,4,14.6,56,Moderate,16.0,UG/M3,1 Hr,Valid
1072,Addis Ababa Central,PM2.5 - Principal,2018-02-18 05:00:00,2018,2,18,5,13.8,55,Moderate,13.0,UG/M3,1 Hr,Valid
1073,Addis Ababa Central,PM2.5 - Principal,2018-02-18 06:00:00,2018,2,18,6,15.9,59,Moderate,18.0,UG/M3,1 Hr,Valid
1074,Addis Ababa Central,PM2.5 - Principal,2018-02-18 07:00:00,2018,2,18,7,16.4,60,Moderate,17.0,UG/M3,1 Hr,Valid
1075,Addis Ababa Central,PM2.5 - Principal,2018-02-18 08:00:00,2018,2,18,8,17.7,63,Moderate,19.0,UG/M3,1 Hr,Valid
1076,Addis Ababa Central,PM2.5 - Principal,2018-02-18 09:00:00,2018,2,18,9,24.8,78,Moderate,32.0,UG/M3,1 Hr,Valid
1077,Addis Ababa Central,PM2.5 - Principal,2018-02-18 10:00:00,2018,2,18,10,18.9,65,Moderate,13.0,UG/M3,1 Hr,Valid
1078,Addis Ababa Central,PM2.5 - Principal,2018-02-18 11:00:00,2018,2,18,11,15.4,58,Moderate,12.0,UG/M3,1 Hr,Valid
1079,Addis Ababa Central,PM2.5 - Principal,2018-02-18 12:00:00,2018,2,18,12,14.7,56,Moderate,14.0,UG/M3,1 Hr,Valid
1080,Addis Ababa Central,PM2.5 - Principal,2018-02-18 13:00:00,2018,2,18,13,15.3,58,Moderate,16.0,UG/M3,1 Hr,Valid
1081,Addis Ababa Central,PM2.5 - Principal,2018-02-18 14:00:00,2018,2,18,14,19.1,66,Moderate,23.0,UG/M3,1 Hr,Valid
1082,Addis Ababa Central,PM2.5 - Principal,2018-02-18 15:00:00,2018,2,18,15,16.5,60,Moderate,14.0,UG/M3,1 Hr,Valid
1083,Addis Ababa Central,PM2.5 - Principal,2018-02-18 16:00:00,2018,2,18,16,13.7,54,Moderate,11.0,UG/M3,1 Hr,Valid
1084,Addis Ababa Central,PM2.5 - Principal,2018-02-18 17:00:00,2018,2,18,17,13.3,54,Moderate,13.0,UG/M3,1 Hr,Valid
1085,Addis Ababa Central,PM2.5 - Principal,2018-02-18 18:00:00,2018,2,18,18,13.6,54,Moderate,14.0,UG/M3,1 Hr,Valid
1086,Addis Ababa Central,PM2.5 - Principal,2018-02-18 19:00:00,2018,2,18,19,16.3,60,Moderate,19.0,UG/M3,1 Hr,Valid
1087,Addis Ababa Central,PM2.5 - Principal,2018-02-18 20:00:00,2018,2,18,20,15.1,57,Moderate,14.0,UG/M3,1 Hr,Valid
1088,Addis Ababa Central,PM2.5 - Principal,2018-02-18 21:00:00,2018,2,18,21,13.5,54,Moderate,12.0,UG/M3,1 Hr,Valid
1089,Addis Ababa Central,PM2.5 - Principal,2018-02-18 22:00:00,2018,2,18,22,14.2,55,Moderate,15.0,UG/M3,1 Hr,Valid
1090,Addis Ababa Central,PM2.5 - Principal,2018-02-18 23:00:00,2018,2,18,23,17.6,63,Moderate,21.0,UG/M3,1 Hr,Valid
1091,Addis Ababa Central,PM2.5 - Principal,2018-02-19 00:00:00,2018,2,19,0,16.3,60,Moderate,15.0,UG/M3,1 Hr,Valid
1092,Addis Ababa Central,PM2.5 - Principal,2018-02-19 01:00:00,2018,2,19,1,18.1,64,Moderate,20.0,UG/M3,1 Hr,Valid
1093,Addis Ababa Central,PM2.5 - Principal,2018-02-19 02:00:00,2018,2,19,2,14.6,56,Moderate,11.0,UG/M3,1 Hr,Valid
1094,Addis Ababa Central,PM2.5 - Principal,2018-02-19 03:00:00,2018,2,19,3,16.2,60,Moderate,18.0,UG/M3,1 Hr,Valid
1095,Addis Ababa Central,PM2.5 - Principal,2018-02-19 04:00:00,2018,2,19,4,16.6,60,Moderate,17.0,UG/M3,1 Hr,Valid
1096,Addis Ababa Central,PM2.5 - Principal,2018-02-19 05:00:00,2018,2,19,5,15.3,58,Moderate,14.0,UG/M3,1 Hr,Valid
1097,Addis Ababa Central,PM2.5 - Principal,2018-02-19 06:00:00,2018,2,19,6,20.6,69,Moderate,26.0,UG/M3,1 Hr,Valid
1098,Addis Ababa Central,PM2.5 - Principal,2018-02-19 07:00:00,2018,2,19,7,19.3,66,Moderate,18.0,UG/M3,1 Hr,Valid
1099,Addis Ababa Central,PM2.5 - Principal,2018-02-19 08:00:00,2018,2,19,8,29.1,87,Moderate,39.0,UG/M3,1 Hr,Valid
1100,Addis Ababa Central,PM2.5 - Principal,2018-02-19 09:00:00,2018,2,19,9,36.5,103,Unhealthy for Sensitive Groups,44.0,UG/M3,1 Hr,Valid
1101,Addis Ababa Central,PM2.5 - Principal,2018-02-19 10:00:00,2018,2,19,10,32.2,93,Moderate,28.0,UG/M3,1 Hr,Valid
1102,Addis Ababa Central,PM2.5 - Principal,2018-02-19 11:00:00,2018,2,19,11,25.1,78,Moderate,18.0,UG/M3,1 Hr,Valid
1103,Addis Ababa Central,PM2.5 - Principal,2018-02-19 12:00:00,2018,2,19,12,18.0,63,Moderate,11.0,UG/M3,1 Hr,Valid
1104,Addis Ababa Central,PM2.5 - Principal,2018-02-19 13:00:00,2018,2,19,13,15.0,57,Moderate,12.0,UG/M3,1 Hr,Valid
1105,Addis Ababa Central,PM2.5 - Principal,2018-02-19 14:00:00,2018,2,19,14,14.0,55,Moderate,13.0,UG/M3,1 Hr,Valid
1106,Addis Ababa Central,PM2.5 - Principal,2018-02-19 15:00:00,2018,2,19,15,14.5,56,Moderate,15.0,UG/M3,1 Hr,Valid
1107,Addis Ababa Central,PM2.5 - Principal,2018-02-19 16:00:00,2018,2,19,16,15.7,59,Moderate,17.0,UG/M3,1 Hr,Valid
1108,Addis Ababa Central,PM2.5 - Principal,2018-02-19 17:00:00,2018,2,19,17,15.3,58,Moderate,15.0,UG/M3,1 Hr,Valid
1109,Addis Ababa Central,PM2.5 - Principal,2018-02-19 18:00:00,2018,2,19,18,15.1,57,Moderate,15.0,UG/M3,1 Hr,Valid
1110,Addis Ababa Central,PM2.5 - Principal,2018-02-19 19:00:00,2018,2,19,19,15.5,58,Moderate,16.0,UG/M3,1 Hr,Valid
1111,Addis Ababa Central,PM2.5 - Principal,2018-02-19 20:00:00,2018,2,19,20,18.7,65,Moderate,22.0,UG/M3,1 Hr,Valid
1112,Addis Ababa Central,PM2.5 - Principal,2018-02-19 21:00:00,2018,2,19,21,20.8,69,Moderate,23.0,UG/M3,1 Hr,Valid
