,Time,ConcRT(ug/m3),ConcHR(ug/m3),Flow(lpm),AT(C),RH(%),BP(mmHg),FT(C),FRH(%),Status,YYYY,Timestamp,Month,DD,hr
3282,5/30/18 19:00,122,97,16.6,18.4,74,573,25.8,29,0,2018,2018-05-30 19:00:00,5,30,19
3283,5/30/18 20:00,64,46,16.6,18.6,70,574,26.3,28,0,2018,2018-05-30 20:00:00,5,30,20
3284,5/30/18 21:00,45,39,16.6,18.1,67,574,26.1,26,0,2018,2018-05-30 21:00:00,5,30,21
3287,5/31/18 5:00,65,79,16.6,14.7,79,574,21.1,33,0,2018,2018-05-31 05:00:00,5,31,5
3288,5/31/18 6:00,92,143,16.6,15.1,78,574,22.6,29,0,2018,2018-05-31 06:00:00,5,31,6
3291,5/31/18 10:00,81,90,16.6,21.3,59,575,31.1,21,0,2018,2018-05-31 10:00:00,5,31,10
3292,5/31/18 11:00,90,94,16.6,23.6,49,574,32.0,19,0,2018,2018-05-31 11:00:00,5,31,11
3293,5/31/18 12:00,51,51,16.6,24.7,46,574,34.5,16,0,2018,2018-05-31 12:00:00,5,31,12
3294,5/31/18 13:00,52,52,16.6,25.1,44,573,35.6,15,0,2018,2018-05-31 13:00:00,5,31,13
3295,5/31/18 14:00,51,82,16.6,25.4,42,573,35.8,15,0,2018,2018-05-31 14:00:00,5,31,14
3296,5/31/18 15:00,62,46,16.6,24.8,43,572,35.0,15,0,2018,2018-05-31 15:00:00,5,31,15
3297,5/31/18 16:00,48,59,16.6,24.8,43,572,34.2,16,0,2018,2018-05-31 16:00:00,5,31,16
3298,5/31/18 17:00,59,70,16.6,22.9,51,572,32.8,18,0,2018,2018-05-31 17:00:00,5,31,17
3299,5/31/18 18:00,68,63,16.6,20.9,59,573,30.6,20,0,2018,2018-05-31 18:00:00,5,31,18
3300,5/31/18 19:00,76,96,16.6,20.5,58,573,29.0,21,0,2018,2018-05-31 19:00:00,5,31,19
3301,5/31/18 20:00,123,145,16.6,20.4,59,574,28.5,22,0,2018,2018-05-31 20:00:00,5,31,20
3302,5/31/18 21:00,131,131,16.6,20.7,51,574,28.8,20,0,2018,2018-05-31 21:00:00,5,31,21
3303,5/31/18 22:00,128,153,16.6,20.0,53,574,28.6,19,0,2018,2018-05-31 22:00:00,5,31,22
3304,5/31/18 23:00,130,109,16.6,19.4,64,574,28.0,23,0,2018,2018-05-31 23:00:00,5,31,23
3305,6/1/18 0:00,98,97,16.6,19.0,69,574,27.8,25,0,2018,2018-06-01 00:00:00,6,1,0
3306,6/1/18 1:00,76,76,16.6,18.4,68,574,27.3,25,0,2018,2018-06-01 01:00:00,6,1,1
3307,6/1/18 2:00,76,85,16.6,18.2,68,574,26.8,25,0,2018,2018-06-01 02:00:00,6,1,2
3308,6/1/18 3:00,67,54,16.6,18.1,69,574,26.7,26,0,2018,2018-06-01 03:00:00,6,1,3
3309,6/1/18 4:00,44,42,16.6,17.4,80,574,26.4,29,0,2018,2018-06-01 04:00:00,6,1,4
3310,6/1/18 5:00,47,67,16.6,17.1,84,574,26.1,30,0,2018,2018-06-01 05:00:00,6,1,5
3311,6/1/18 6:00,72,88,16.6,17.0,83,574,25.9,29,0,2018,2018-06-01 06:00:00,6,1,6
3312,6/1/18 7:00,87,91,16.6,17.7,78,574,26.4,28,0,2018,2018-06-01 07:00:00,6,1,7
3313,6/1/18 8:00,79,78,16.6,18.3,77,575,27.0,28,0,2018,2018-06-01 08:00:00,6,1,8
3314,6/1/18 9:00,62,55,16.6,19.7,70,575,28.5,26,0,2018,2018-06-01 09:00:00,6,1,9
3315,6/1/18 10:00,45,34,16.6,20.6,64,575,29.6,23,0,2018,2018-06-01 10:00:00,6,1,10
3316,6/1/18 11:00,40,53,16.6,19.2,76,575,29.9,25,0,2018,2018-06-01 11:00:00,6,1,11
3317,6/1/18 12:00,55,57,16.6,18.1,85,574,27.6,29,0,2018,2018-06-01 12:00:00,6,1,12
3318,6/1/18 13:00,53,54,16.6,18.7,77,574,26.6,29,0,2018,2018-06-01 13:00:00,6,1,13
3319,6/1/18 14:00,58,66,16.6,22.1,58,573,30.1,22,0,2018,2018-06-01 14:00:00,6,1,14
3320,6/1/18 15:00,58,50,16.6,20.2,71,573,31.1,22,0,2018,2018-06-01 15:00:00,6,1,15
3321,6/1/18 16:00,46,52,16.6,19.4,76,573,28.5,27,0,2018,2018-06-01 16:00:00,6,1,16
3322,6/1/18 17:00,47,56,16.6,19.8,72,573,28.9,26,0,2018,2018-06-01 17:00:00,6,1,17
3323,6/1/18 18:00,58,81,16.6,18.3,84,573,27.6,29,0,2018,2018-06-01 18:00:00,6,1,18
3324,6/1/18 19:00,85,107,16.6,18.2,85,573,27.0,30,0,2018,2018-06-01 19:00:00,6,1,19
3325,6/1/18 20:00,127,162,16.6,18.0,87,574,27.0,30,0,2018,2018-06-01 20:00:00,6,1,20
3327,6/1/18 22:00,119,88,16.6,18.1,81,574,26.9,29,0,2018,2018-06-01 22:00:00,6,1,22
3328,6/1/18 23:00,67,52,16.6,17.7,81,574,26.7,29,0,2018,2018-06-01 23:00:00,6,1,23
3329,6/2/18 0:00,42,43,16.6,17.1,83,574,26.1,30,0,2018,2018-06-02 00:00:00,6,2,0
3330,6/2/18 1:00,42,46,16.6,16.7,84,574,25.4,30,0,2018,2018-06-02 01:00:00,6,2,1
3331,6/2/18 2:00,37,32,16.6,17.0,80,573,25.2,30,0,2018,2018-06-02 02:00:00,6,2,2
3332,6/2/18 3:00,21,23,16.6,17.1,79,573,25.3,30,0,2018,2018-06-02 03:00:00,6,2,3
3336,6/2/18 7:00,63,86,16.6,16.5,89,574,24.6,33,0,2018,2018-06-02 07:00:00,6,2,7
3337,6/2/18 8:00,84,91,16.6,17.5,84,575,25.3,31,0,2018,2018-06-02 08:00:00,6,2,8
3338,6/2/18 9:00,82,95,16.6,19.8,73,575,27.2,28,0,2018,2018-06-02 09:00:00,6,2,9
3339,6/2/18 10:00,80,96,16.6,21.4,63,575,29.8,23,0,2018,2018-06-02 10:00:00,6,2,10
3340,6/2/18 11:00,89,78,16.6,19.9,74,574,30.1,25,0,2018,2018-06-02 11:00:00,6,2,11
3341,6/2/18 12:00,65,71,16.6,17.8,85,574,26.7,30,0,2018,2018-06-02 12:00:00,6,2,12
3342,6/2/18 13:00,62,50,16.6,19.6,74,574,27.9,28,0,2018,2018-06-02 13:00:00,6,2,13
3343,6/2/18 14:00,45,61,16.6,18.4,79,573,27.6,28,0,2018,2018-06-02 14:00:00,6,2,14
3344,6/2/18 15:00,63,69,16.6,18.3,84,573,27.0,30,0,2018,2018-06-02 15:00:00,6,2,15
3345,6/2/18 16:00,69,99,16.6,16.6,86,573,25.4,31,0,2018,2018-06-02 16:00:00,6,2,16
3346,6/2/18 17:00,115,124,16.6,17.2,87,573,25.3,32,0,2018,2018-06-02 17:00:00,6,2,17
3347,6/2/18 18:00,98,111,16.6,17.3,88,573,25.5,32,0,2018,2018-06-02 18:00:00,6,2,18
3348,6/2/18 19:00,119,124,16.6,17.7,84,573,25.8,31,0,2018,2018-06-02 19:00:00,6,2,19
3349,6/2/18 20:00,106,77,16.6,17.3,85,574,25.7,31,0,2018,2018-06-02 20:00:00,6,2,20
3350,6/2/18 21:00,57,42,16.6,16.1,89,574,24.4,34,0,2018,2018-06-02 21:00:00,6,2,21
3351,6/2/18 22:00,34,38,16.6,16.2,86,574,24.2,33,0,2018,2018-06-02 22:00:00,6,2,22
3352,6/2/18 23:00,33,31,16.6,16.5,82,574,24.5,31,0,2018,2018-06-02 23:00:00,6,2,23
3355,6/3/18 6:00,71,81,16.6,14.5,92,574,21.5,37,0,2018,2018-06-03 06:00:00,6,3,6
3356,6/3/18 7:00,93,105,16.6,18.1,76,574,24.3,33,0,2018,2018-06-03 07:00:00,6,3,7
3357,6/3/18 8:00,85,95,16.6,19.3,71,575,28.0,26,0,2018,2018-06-03 08:00:00,6,3,8
3358,6/3/18 9:00,70,58,16.6,21.2,63,574,30.1,23,0,2018,2018-06-03 09:00:00,6,3,9
3359,6/3/18 10:00,56,62,16.6,22.2,57,574,32.3,20,0,2018,2018-06-03 10:00:00,6,3,10
3360,6/3/18 11:00,53,38,16.6,22.0,59,574,31.8,21,0,2018,2018-06-03 11:00:00,6,3,11
3361,6/3/18 12:00,34,48,16.6,21.8,60,573,31.8,21,0,2018,2018-06-03 12:00:00,6,3,12
3362,6/3/18 13:00,41,45,16.6,22.3,59,573,31.7,21,0,2018,2018-06-03 13:00:00,6,3,13
3365,6/3/18 17:00,39,50,16.6,17.2,84,572,24.5,33,0,2018,2018-06-03 17:00:00,6,3,17
3366,6/3/18 18:00,53,56,16.6,17.4,85,572,25.0,32,0,2018,2018-06-03 18:00:00,6,3,18
3367,6/3/18 19:00,67,112,16.6,17.4,86,573,25.6,31,0,2018,2018-06-03 19:00:00,6,3,19
3368,6/3/18 20:00,111,100,16.6,17.8,79,573,25.9,29,0,2018,2018-06-03 20:00:00,6,3,20
3369,6/3/18 21:00,97,129,16.6,18.1,79,573,26.2,29,0,2018,2018-06-03 21:00:00,6,3,21
3372,6/4/18 13:00,18,14,16.6,24.4,47,571,33.4,17,0,2018,2018-06-04 13:00:00,6,4,13
3373,6/4/18 14:00,32,41,16.6,24.3,47,571,34.3,17,0,2018,2018-06-04 14:00:00,6,4,14
3374,6/4/18 15:00,34,35,16.6,24.3,47,571,33.7,17,0,2018,2018-06-04 15:00:00,6,4,15
3375,6/4/18 16:00,39,45,16.6,23.3,55,571,32.6,20,0,2018,2018-06-04 16:00:00,6,4,16
3376,6/4/18 17:00,47,60,16.6,22.5,55,571,31.5,20,0,2018,2018-06-04 17:00:00,6,4,17
3377,6/4/18 18:00,59,63,16.6,21.0,60,571,30.2,21,0,2018,2018-06-04 18:00:00,6,4,18
3378,6/4/18 19:00,55,44,16.6,19.6,69,572,28.7,25,0,2018,2018-06-04 19:00:00,6,4,19
3379,6/4/18 20:00,28,34,16.6,17.9,84,572,26.7,31,0,2018,2018-06-04 20:00:00,6,4,20
3380,6/4/18 21:00,50,54,16.6,18.3,80,572,26.4,30,0,2018,2018-06-04 21:00:00,6,4,21
3381,6/4/18 22:00,33,23,16.6,18.0,76,573,26.4,29,0,2018,2018-06-04 22:00:00,6,4,22
3382,6/4/18 23:00,18,16,16.6,17.2,80,573,25.8,30,0,2018,2018-06-04 23:00:00,6,4,23
3383,6/5/18 0:00,14,9,16.7,16.4,85,572,24.8,32,0,2018,2018-06-05 00:00:00,6,5,0
3384,6/5/18 1:00,11,13,16.7,16.5,83,572,24.0,33,0,2018,2018-06-05 01:00:00,6,5,1
3385,6/5/18 2:00,11,15,16.6,16.9,80,572,24.3,32,0,2018,2018-06-05 02:00:00,6,5,2
3386,6/5/18 3:00,17,20,16.6,16.2,82,572,24.5,31,0,2018,2018-06-05 03:00:00,6,5,3
3387,6/5/18 4:00,20,21,16.6,16.2,81,572,24.0,31,0,2018,2018-06-05 04:00:00,6,5,4
3388,6/5/18 5:00,20,20,16.6,16.1,81,572,23.8,32,0,2018,2018-06-05 05:00:00,6,5,5
3389,6/5/18 6:00,28,45,16.6,16.5,79,573,23.7,31,0,2018,2018-06-05 06:00:00,6,5,6
3390,6/5/18 7:00,55,68,16.6,19.2,65,573,26.1,27,0,2018,2018-06-05 07:00:00,6,5,7
3391,6/5/18 8:00,61,62,16.6,21.4,57,573,29.2,22,0,2018,2018-06-05 08:00:00,6,5,8
3392,6/5/18 9:00,51,44,16.6,22.4,53,573,32.1,19,0,2018,2018-06-05 09:00:00,6,5,9
3393,6/5/18 10:00,34,40,16.6,21.9,53,573,31.9,18,0,2018,2018-06-05 10:00:00,6,5,10
3394,6/5/18 11:00,44,43,16.6,23.0,51,573,32.1,19,0,2018,2018-06-05 11:00:00,6,5,11
3395,6/5/18 12:00,39,48,16.6,24.1,49,572,33.0,18,0,2018,2018-06-05 12:00:00,6,5,12
3396,6/5/18 13:00,43,37,16.6,22.8,56,572,32.8,19,0,2018,2018-06-05 13:00:00,6,5,13
3397,6/5/18 14:00,45,43,16.6,20.9,68,571,30.9,23,0,2018,2018-06-05 14:00:00,6,5,14
3398,6/5/18 15:00,35,41,16.6,19.0,72,571,28.7,25,0,2018,2018-06-05 15:00:00,6,5,15
3401,6/5/18 18:00,93,115,16.6,15.7,88,572,22.4,36,0,2018,2018-06-05 18:00:00,6,5,18
3402,6/5/18 19:00,105,78,16.6,15.9,86,573,23.5,33,0,2018,2018-06-05 19:00:00,6,5,19
3403,6/5/18 20:00,42,35,16.6,15.9,85,573,23.5,33,0,2018,2018-06-05 20:00:00,6,5,20
3404,6/5/18 21:00,30,27,16.6,16.0,83,573,23.4,34,0,2018,2018-06-05 21:00:00,6,5,21
3405,6/5/18 22:00,20,21,16.6,16.2,77,573,23.4,32,0,2018,2018-06-05 22:00:00,6,5,22
3406,6/5/18 23:00,18,20,16.6,15.8,79,573,23.5,31,0,2018,2018-06-05 23:00:00,6,5,23
3407,6/6/18 0:00,23,22,16.6,15.8,80,573,23.3,32,0,2018,2018-06-06 00:00:00,6,6,0
3408,6/6/18 1:00,26,31,16.6,16.2,76,573,23.7,30,0,2018,2018-06-06 01:00:00,6,6,1
3409,6/6/18 2:00,32,31,16.6,14.7,86,573,23.1,32,0,2018,2018-06-06 02:00:00,6,6,2
3410,6/6/18 3:00,23,28,16.6,14.1,88,573,22.3,33,0,2018,2018-06-06 03:00:00,6,6,3
3411,6/6/18 4:00,27,23,16.6,14.5,84,573,22.0,33,0,2018,2018-06-06 04:00:00,6,6,4
3412,6/6/18 5:00,23,29,16.6,13.8,88,574,21.7,34,0,2018,2018-06-06 05:00:00,6,6,5
3413,6/6/18 6:00,35,46,16.6,14.8,85,574,21.8,34,0,2018,2018-06-06 06:00:00,6,6,6
3414,6/6/18 7:00,59,75,16.6,16.8,78,574,23.5,31,0,2018,2018-06-06 07:00:00,6,6,7
3415,6/6/18 8:00,73,75,16.6,19.0,70,574,26.0,28,0,2018,2018-06-06 08:00:00,6,6,8
3416,6/6/18 9:00,51,40,16.6,21.6,57,574,29.7,22,0,2018,2018-06-06 09:00:00,6,6,9
3426,6/10/18 5:00,34,43,16.6,15.6,88,574,21.6,39,0,2018,2018-06-10 05:00:00,6,10,5
3427,6/10/18 6:00,54,82,16.6,15.3,92,574,22.6,36,0,2018,2018-06-10 06:00:00,6,10,6
3430,6/10/18 12:00,32,43,16.6,23.6,56,573,31.8,22,0,2018,2018-06-10 12:00:00,6,10,12
3431,6/10/18 13:00,31,34,16.6,22.3,58,573,31.8,21,0,2018,2018-06-10 13:00:00,6,10,13
3436,6/11/18 0:00,86,91,16.6,16.4,90,574,24.0,35,0,2018,2018-06-11 00:00:00,6,11,0
3439,6/11/18 7:00,47,45,16.6,15.7,76,575,22.2,32,0,2018,2018-06-11 07:00:00,6,11,7
3442,6/11/18 20:00,73,105,16.6,17.1,65,574,22.6,29,0,2018,2018-06-11 20:00:00,6,11,20
3445,6/11/18 23:00,97,60,16.6,16.8,74,575,23.6,31,0,2018,2018-06-11 23:00:00,6,11,23
3446,6/12/18 0:00,52,47,16.6,16.5,76,575,24.3,30,0,2018,2018-06-12 00:00:00,6,12,0
3447,6/12/18 1:00,39,33,16.6,16.5,76,574,24.1,30,0,2018,2018-06-12 01:00:00,6,12,1
3448,6/12/18 2:00,31,35,16.6,16.3,83,574,24.0,33,0,2018,2018-06-12 02:00:00,6,12,2
3449,6/12/18 3:00,43,52,16.6,15.1,88,574,23.5,33,0,2018,2018-06-12 03:00:00,6,12,3
3450,6/12/18 4:00,54,49,16.6,15.6,80,574,23.3,31,0,2018,2018-06-12 04:00:00,6,12,4
3451,6/12/18 5:00,31,22,16.6,16.6,73,574,23.7,30,0,2018,2018-06-12 05:00:00,6,12,5
3452,6/12/18 6:00,24,44,16.6,16.7,70,575,24.2,28,0,2018,2018-06-12 06:00:00,6,12,6
3453,6/12/18 7:00,47,52,16.6,18.5,67,575,25.3,28,0,2018,2018-06-12 07:00:00,6,12,7
3454,6/12/18 8:00,45,32,16.6,20.7,58,575,28.8,23,0,2018,2018-06-12 08:00:00,6,12,8
3455,6/12/18 9:00,21,28,16.6,22.0,54,575,31.0,20,0,2018,2018-06-12 09:00:00,6,12,9
3456,6/12/18 10:00,31,35,16.6,22.4,54,575,32.2,19,0,2018,2018-06-12 10:00:00,6,12,10
3457,6/12/18 11:00,37,33,16.6,22.8,54,575,32.7,19,0,2018,2018-06-12 11:00:00,6,12,11
3458,6/12/18 12:00,35,42,16.6,24.7,48,574,33.8,18,0,2018,2018-06-12 12:00:00,6,12,12
3459,6/12/18 13:00,38,34,16.6,25.2,45,574,35.2,16,0,2018,2018-06-12 13:00:00,6,12,13
3460,6/12/18 14:00,28,31,16.6,24.7,46,573,34.6,17,0,2018,2018-06-12 14:00:00,6,12,14
3461,6/12/18 15:00,31,35,16.6,21.4,54,573,32.5,18,0,2018,2018-06-12 15:00:00,6,12,15
3462,6/12/18 16:00,23,21,16.7,17.2,75,573,27.7,24,0,2018,2018-06-12 16:00:00,6,12,16
3463,6/12/18 17:00,26,33,16.6,16.3,79,574,24.1,31,0,2018,2018-06-12 17:00:00,6,12,17
3464,6/12/18 18:00,41,53,16.6,15.8,81,574,22.7,33,0,2018,2018-06-12 18:00:00,6,12,18
3465,6/12/18 19:00,46,42,16.6,17.1,70,573,23.5,30,0,2018,2018-06-12 19:00:00,6,12,19
3466,6/12/18 20:00,49,61,16.6,17.2,70,574,24.5,28,0,2018,2018-06-12 20:00:00,6,12,20
3467,6/12/18 21:00,72,90,16.6,16.6,75,574,24.7,28,0,2018,2018-06-12 21:00:00,6,12,21
3468,6/12/18 22:00,80,66,16.6,16.9,74,575,24.9,28,0,2018,2018-06-12 22:00:00,6,12,22
3469,6/12/18 23:00,62,75,16.6,16.9,75,575,25.3,28,0,2018,2018-06-12 23:00:00,6,12,23
3470,6/13/18 0:00,75,65,16.6,16.9,77,575,25.5,28,0,2018,2018-06-13 00:00:00,6,13,0
3471,6/13/18 1:00,39,28,16.6,16.8,81,575,25.6,30,0,2018,2018-06-13 01:00:00,6,13,1
3472,6/13/18 2:00,29,33,16.7,15.8,88,574,24.7,32,0,2018,2018-06-13 02:00:00,6,13,2
3473,6/13/18 3:00,26,25,16.6,15.9,87,574,23.9,34,0,2018,2018-06-13 03:00:00,6,13,3
3474,6/13/18 4:00,27,17,16.6,15.7,86,574,24.1,32,0,2018,2018-06-13 04:00:00,6,13,4
3475,6/13/18 5:00,13,20,16.6,15.3,88,574,23.8,33,0,2018,2018-06-13 05:00:00,6,13,5
3476,6/13/18 6:00,44,84,16.6,15.3,86,574,23.9,31,0,2018,2018-06-13 06:00:00,6,13,6
3477,6/13/18 7:00,110,148,16.6,16.1,85,575,24.3,30,0,2018,2018-06-13 07:00:00,6,13,7
3478,6/13/18 8:00,137,117,16.6,17.0,81,575,25.3,28,0,2018,2018-06-13 08:00:00,6,13,8
3479,6/13/18 9:00,65,44,16.6,17.8,74,575,26.2,27,0,2018,2018-06-13 09:00:00,6,13,9
3480,6/13/18 10:00,53,62,16.6,19.1,71,575,27.7,26,0,2018,2018-06-13 10:00:00,6,13,10
3481,6/13/18 11:00,49,44,16.6,19.9,68,574,29.2,24,0,2018,2018-06-13 11:00:00,6,13,11
3482,6/13/18 12:00,44,39,16.6,20.9,64,574,30.4,23,0,2018,2018-06-13 12:00:00,6,13,12
3483,6/13/18 13:00,38,44,16.6,21.8,60,573,31.3,22,0,2018,2018-06-13 13:00:00,6,13,13
3484,6/13/18 14:00,36,43,16.6,21.5,62,573,31.2,22,0,2018,2018-06-13 14:00:00,6,13,14
3485,6/13/18 15:00,45,60,16.6,19.5,65,573,29.4,22,0,2018,2018-06-13 15:00:00,6,13,15
3486,6/13/18 16:00,64,68,16.6,19.4,66,573,28.3,24,0,2018,2018-06-13 16:00:00,6,13,16
3490,6/13/18 20:00,79,67,16.6,17.6,74,574,25.3,29,0,2018,2018-06-13 20:00:00,6,13,20
3491,6/13/18 21:00,55,50,16.6,17.2,82,574,25.5,31,0,2018,2018-06-13 21:00:00,6,13,21
3492,6/13/18 22:00,45,44,16.6,17.1,74,574,25.3,28,0,2018,2018-06-13 22:00:00,6,13,22
3493,6/13/18 23:00,42,43,16.6,16.9,75,574,25.2,28,0,2018,2018-06-13 23:00:00,6,13,23
3494,6/14/18 0:00,39,39,16.6,16.7,78,574,25.0,30,0,2018,2018-06-14 00:00:00,6,14,0
3495,6/14/18 1:00,31,34,16.6,16.3,82,574,24.7,31,0,2018,2018-06-14 01:00:00,6,14,1
3496,6/14/18 2:00,24,25,16.6,16.4,82,574,24.3,32,0,2018,2018-06-14 02:00:00,6,14,2
3497,6/14/18 3:00,27,28,16.6,16.4,81,574,24.4,31,0,2018,2018-06-14 03:00:00,6,14,3
3498,6/14/18 4:00,28,31,16.6,16.3,82,574,24.5,31,0,2018,2018-06-14 04:00:00,6,14,4
3499,6/14/18 5:00,25,22,16.6,16.4,82,574,24.6,31,0,2018,2018-06-14 05:00:00,6,14,5
3500,6/14/18 6:00,17,23,16.6,16.1,83,574,24.3,32,0,2018,2018-06-14 06:00:00,6,14,6
3501,6/14/18 7:00,28,40,16.6,17.1,76,575,24.8,30,0,2018,2018-06-14 07:00:00,6,14,7
3502,6/14/18 8:00,34,30,16.6,18.3,71,575,26.5,27,0,2018,2018-06-14 08:00:00,6,14,8
3503,6/14/18 9:00,35,47,16.6,20.3,61,575,28.7,23,0,2018,2018-06-14 09:00:00,6,14,9
3504,6/14/18 10:00,36,32,16.6,20.9,58,575,29.6,21,0,2018,2018-06-14 10:00:00,6,14,10
3505,6/14/18 11:00,29,20,16.6,22.3,53,575,31.5,20,0,2018,2018-06-14 11:00:00,6,14,11
3506,6/14/18 12:00,21,32,16.6,22.6,52,574,32.3,19,0,2018,2018-06-14 12:00:00,6,14,12
3507,6/14/18 13:00,27,33,16.6,21.8,54,574,31.7,19,0,2018,2018-06-14 13:00:00,6,14,13
3508,6/14/18 14:00,34,33,16.6,22.6,52,573,31.4,19,0,2018,2018-06-14 14:00:00,6,14,14
3509,6/14/18 15:00,34,37,16.6,20.3,61,573,30.7,20,0,2018,2018-06-14 15:00:00,6,14,15
3510,6/14/18 16:00,37,50,16.7,16.6,85,573,27.0,28,0,2018,2018-06-14 16:00:00,6,14,16
3511,6/14/18 17:00,63,65,16.6,16.3,86,573,25.1,31,0,2018,2018-06-14 17:00:00,6,14,17
3512,6/14/18 18:00,68,78,16.6,16.1,84,574,24.2,32,0,2018,2018-06-14 18:00:00,6,14,18
3513,6/14/18 19:00,66,56,16.6,15.7,90,574,23.6,34,0,2018,2018-06-14 19:00:00,6,14,19
3514,6/14/18 20:00,59,68,16.6,15.6,90,574,23.2,35,0,2018,2018-06-14 20:00:00,6,14,20
3515,6/14/18 21:00,83,112,16.6,16.0,89,574,23.6,34,0,2018,2018-06-14 21:00:00,6,14,21
3516,6/14/18 22:00,103,103,16.6,16.3,86,574,24.3,32,0,2018,2018-06-14 22:00:00,6,14,22
3517,6/14/18 23:00,92,93,16.6,16.0,89,574,24.7,32,0,2018,2018-06-14 23:00:00,6,14,23
3518,6/15/18 0:00,78,47,16.6,15.8,88,574,24.2,33,0,2018,2018-06-15 00:00:00,6,15,0
3519,6/15/18 1:00,35,41,16.6,15.7,85,574,23.9,32,0,2018,2018-06-15 01:00:00,6,15,1
3520,6/15/18 2:00,33,28,16.6,16.2,79,573,24.0,31,0,2018,2018-06-15 02:00:00,6,15,2
3521,6/15/18 3:00,30,37,16.6,15.5,84,573,23.9,31,0,2018,2018-06-15 03:00:00,6,15,3
3522,6/15/18 4:00,46,57,16.6,15.0,87,573,23.5,32,0,2018,2018-06-15 04:00:00,6,15,4
3523,6/15/18 5:00,48,56,16.6,15.3,86,573,23.6,32,0,2018,2018-06-15 05:00:00,6,15,5
3524,6/15/18 6:00,50,38,16.6,16.3,81,574,24.0,31,0,2018,2018-06-15 06:00:00,6,15,6
3525,6/15/18 7:00,39,58,16.6,16.6,82,574,25.0,30,0,2018,2018-06-15 07:00:00,6,15,7
3526,6/15/18 8:00,54,46,16.6,17.1,80,575,25.7,29,0,2018,2018-06-15 08:00:00,6,15,8
3527,6/15/18 9:00,38,35,16.6,17.4,81,575,26.5,29,0,2018,2018-06-15 09:00:00,6,15,9
3528,6/15/18 10:00,37,38,16.6,17.4,84,575,26.3,30,0,2018,2018-06-15 10:00:00,6,15,10
3529,6/15/18 11:00,38,46,16.6,17.6,82,575,27.0,29,0,2018,2018-06-15 11:00:00,6,15,11
3530,6/15/18 12:00,44,48,16.6,18.5,81,574,27.0,30,0,2018,2018-06-15 12:00:00,6,15,12
3531,6/15/18 13:00,49,52,16.6,21.8,62,573,30.6,23,0,2018,2018-06-15 13:00:00,6,15,13
3532,6/15/18 14:00,48,42,16.6,22.1,60,573,32.4,21,0,2018,2018-06-15 14:00:00,6,15,14
3533,6/15/18 15:00,41,30,16.6,21.9,60,572,32.0,21,0,2018,2018-06-15 15:00:00,6,15,15
3534,6/15/18 16:00,22,26,16.6,21.1,63,572,30.9,22,0,2018,2018-06-15 16:00:00,6,15,16
3535,6/15/18 17:00,26,29,16.6,20.3,70,573,29.5,25,0,2018,2018-06-15 17:00:00,6,15,17
3536,6/15/18 18:00,40,47,16.6,19.8,71,573,28.6,26,0,2018,2018-06-15 18:00:00,6,15,18
3537,6/15/18 19:00,49,71,16.6,19.3,76,573,28.0,28,0,2018,2018-06-15 19:00:00,6,15,19
3538,6/15/18 20:00,73,91,16.6,18.7,80,574,27.5,29,0,2018,2018-06-15 20:00:00,6,15,20
3539,6/15/18 21:00,104,117,16.6,18.0,84,574,26.9,30,0,2018,2018-06-15 21:00:00,6,15,21
3540,6/15/18 22:00,108,129,16.6,17.3,86,575,26.2,31,0,2018,2018-06-15 22:00:00,6,15,22
3541,6/15/18 23:00,108,91,16.6,17.0,87,575,25.7,32,0,2018,2018-06-15 23:00:00,6,15,23
3542,6/16/18 0:00,72,57,16.6,16.7,87,574,25.5,32,0,2018,2018-06-16 00:00:00,6,16,0
3543,6/16/18 1:00,47,56,16.6,16.2,89,574,25.1,32,0,2018,2018-06-16 01:00:00,6,16,1
3544,6/16/18 2:00,43,30,16.6,16.2,83,574,24.7,31,0,2018,2018-06-16 02:00:00,6,16,2
3545,6/16/18 3:00,12,3,16.7,15.0,85,574,23.3,32,0,2018,2018-06-16 03:00:00,6,16,3
3546,6/16/18 4:00,3,7,16.6,15.2,83,574,23.1,32,0,2018,2018-06-16 04:00:00,6,16,4
3547,6/16/18 5:00,9,18,16.6,15.2,82,574,23.3,32,0,2018,2018-06-16 05:00:00,6,16,5
3548,6/16/18 6:00,40,73,16.6,15.6,82,574,23.8,31,0,2018,2018-06-16 06:00:00,6,16,6
3549,6/16/18 7:00,89,113,16.6,17.5,75,574,25.0,28,0,2018,2018-06-16 07:00:00,6,16,7
3550,6/16/18 8:00,78,64,16.6,19.1,67,575,27.5,25,0,2018,2018-06-16 08:00:00,6,16,8
3551,6/16/18 9:00,50,42,16.6,19.7,67,575,29.6,23,0,2018,2018-06-16 09:00:00,6,16,9
3552,6/16/18 10:00,46,38,16.6,19.7,70,575,30.1,23,0,2018,2018-06-16 10:00:00,6,16,10
3553,6/16/18 11:00,41,45,16.6,20.5,70,575,30.3,24,0,2018,2018-06-16 11:00:00,6,16,11
3554,6/16/18 12:00,45,53,16.6,22.3,60,574,31.8,21,0,2018,2018-06-16 12:00:00,6,16,12
3555,6/16/18 13:00,54,59,16.6,24.0,52,573,33.5,19,0,2018,2018-06-16 13:00:00,6,16,13
3556,6/16/18 14:00,51,52,16.6,23.6,52,573,33.7,18,0,2018,2018-06-16 14:00:00,6,16,14
