,Time,ConcRT(ug/m3),ConcHR(ug/m3),Flow(lpm),AT(C),RH(%),BP(mmHg),FT(C),FRH(%),Status,YYYY,Timestamp,Month,DD,hr
3,1/2/18 12:00,34,35,16.6,21.8,24,572,29.9,10,0,2018,2018-01-02 12:00:00,1,2,12
4,1/2/18 13:00,25,14,16.6,22.7,23,572,31.1,9,0,2018,2018-01-02 13:00:00,1,2,13
7,1/4/18 12:00,33,42,16.6,21.7,38,573,28.9,16,0,2018,2018-01-04 12:00:00,1,4,12
8,1/4/18 13:00,33,37,16.6,22.2,33,573,30.6,13,0,2018,2018-01-04 13:00:00,1,4,13
9,1/4/18 14:00,39,42,16.6,23.7,29,572,31.9,12,0,2018,2018-01-04 14:00:00,1,4,14
10,1/4/18 15:00,34,43,16.6,23.2,31,572,32.4,12,0,2018,2018-01-04 15:00:00,1,4,15
11,1/4/18 16:00,38,40,16.6,23.1,30,572,30.9,13,0,2018,2018-01-04 16:00:00,1,4,16
12,1/4/18 17:00,43,41,16.6,22.3,31,572,30.2,13,0,2018,2018-01-04 17:00:00,1,4,17
13,1/4/18 18:00,27,24,16.6,19.6,36,572,27.8,14,0,2018,2018-01-04 18:00:00,1,4,18
14,1/4/18 19:00,28,44,16.6,17.9,41,573,25.5,17,0,2018,2018-01-04 19:00:00,1,4,19
15,1/4/18 20:00,36,33,16.6,17.1,45,573,24.2,19,0,2018,2018-01-04 20:00:00,1,4,20
16,1/4/18 21:00,41,57,16.6,16.0,50,574,23.4,20,0,2018,2018-01-04 21:00:00,1,4,21
17,1/4/18 22:00,101,158,16.6,15.1,54,574,22.6,21,0,2018,2018-01-04 22:00:00,1,4,22
18,1/4/18 23:00,136,136,16.6,14.5,56,574,22.1,21,0,2018,2018-01-04 23:00:00,1,4,23
19,1/5/18 0:00,112,103,16.6,14.0,57,573,21.6,22,0,2018,2018-01-05 00:00:00,1,5,0
20,1/5/18 1:00,97,101,16.6,13.3,59,573,21.1,23,0,2018,2018-01-05 01:00:00,1,5,1
21,1/5/18 2:00,78,66,16.6,13.2,58,573,20.7,23,0,2018,2018-01-05 02:00:00,1,5,2
22,1/5/18 3:00,57,55,16.6,13.6,56,572,20.9,23,0,2018,2018-01-05 03:00:00,1,5,3
23,1/5/18 4:00,53,67,16.6,14.1,54,573,21.4,22,0,2018,2018-01-05 04:00:00,1,5,4
24,1/5/18 5:00,81,101,16.6,14.1,55,573,21.8,21,0,2018,2018-01-05 05:00:00,1,5,5
25,1/5/18 6:00,90,97,16.6,14.0,58,573,21.9,22,0,2018,2018-01-05 06:00:00,1,5,6
26,1/5/18 7:00,82,98,16.6,14.0,58,574,21.8,22,0,2018,2018-01-05 07:00:00,1,5,7
27,1/5/18 8:00,115,132,16.6,14.6,57,574,22.1,21,0,2018,2018-01-05 08:00:00,1,5,8
30,1/5/18 12:00,40,41,16.6,21.6,35,573,29.1,15,0,2018,2018-01-05 12:00:00,1,5,12
31,1/5/18 13:00,33,25,16.6,22.6,31,572,31.0,13,0,2018,2018-01-05 13:00:00,1,5,13
32,1/5/18 14:00,20,31,16.6,23.1,29,571,32.0,12,0,2018,2018-01-05 14:00:00,1,5,14
33,1/5/18 15:00,26,25,16.6,23.1,29,571,32.2,11,0,2018,2018-01-05 15:00:00,1,5,15
34,1/5/18 16:00,25,24,16.6,22.1,31,571,31.3,12,0,2018,2018-01-05 16:00:00,1,5,16
35,1/5/18 17:00,20,21,16.6,20.4,35,572,29.3,14,0,2018,2018-01-05 17:00:00,1,5,17
36,1/5/18 18:00,21,24,16.7,18.2,39,572,26.6,15,0,2018,2018-01-05 18:00:00,1,5,18
37,1/5/18 19:00,21,26,16.6,17.0,41,572,24.8,17,0,2018,2018-01-05 19:00:00,1,5,19
38,1/5/18 20:00,22,38,16.6,16.5,44,573,24.0,18,0,2018,2018-01-05 20:00:00,1,5,20
39,1/5/18 21:00,36,30,16.6,15.9,46,573,23.6,19,0,2018,2018-01-05 21:00:00,1,5,21
40,1/5/18 22:00,26,27,16.6,15.5,47,573,23.1,19,0,2018,2018-01-05 22:00:00,1,5,22
41,1/5/18 23:00,26,31,16.6,14.7,51,573,22.6,20,0,2018,2018-01-05 23:00:00,1,5,23
42,1/6/18 0:00,41,43,16.6,14.1,55,573,22.1,22,0,2018,2018-01-06 00:00:00,1,6,0
43,1/6/18 1:00,34,25,16.6,13.9,56,572,22.1,22,0,2018,2018-01-06 01:00:00,1,6,1
44,1/6/18 2:00,15,25,16.6,13.8,57,572,21.9,22,0,2018,2018-01-06 02:00:00,1,6,2
45,1/6/18 3:00,29,31,16.6,14.0,56,572,22.0,22,0,2018,2018-01-06 03:00:00,1,6,3
46,1/6/18 4:00,34,34,16.6,14.0,57,572,22.2,22,0,2018,2018-01-06 04:00:00,1,6,4
47,1/6/18 5:00,38,41,16.6,13.7,60,572,22.0,23,0,2018,2018-01-06 05:00:00,1,6,5
48,1/6/18 6:00,61,94,16.6,13.2,62,572,21.6,23,0,2018,2018-01-06 06:00:00,1,6,6
49,1/6/18 7:00,78,74,16.6,13.7,60,573,21.6,23,0,2018,2018-01-06 07:00:00,1,6,7
50,1/6/18 8:00,68,52,16.6,14.8,58,574,22.3,23,0,2018,2018-01-06 08:00:00,1,6,8
51,1/6/18 9:00,46,47,16.6,17.1,48,574,24.9,19,0,2018,2018-01-06 09:00:00,1,6,9
52,1/6/18 10:00,43,44,16.6,19.1,39,574,27.5,15,0,2018,2018-01-06 10:00:00,1,6,10
53,1/6/18 11:00,35,31,16.6,20.5,35,573,29.0,14,0,2018,2018-01-06 11:00:00,1,6,11
54,1/6/18 12:00,33,38,16.6,21.8,33,572,30.2,13,0,2018,2018-01-06 12:00:00,1,6,12
55,1/6/18 13:00,37,51,16.6,22.9,32,572,31.7,13,0,2018,2018-01-06 13:00:00,1,6,13
56,1/6/18 14:00,42,33,16.7,22.7,33,571,32.2,12,0,2018,2018-01-06 14:00:00,1,6,14
57,1/6/18 15:00,24,24,16.6,22.0,34,571,30.7,13,0,2018,2018-01-06 15:00:00,1,6,15
58,1/6/18 16:00,25,27,16.6,21.8,34,571,29.9,14,0,2018,2018-01-06 16:00:00,1,6,16
59,1/6/18 17:00,25,28,16.6,20.9,37,572,29.1,15,0,2018,2018-01-06 17:00:00,1,6,17
60,1/6/18 18:00,23,21,16.7,18.7,44,572,27.1,17,0,2018,2018-01-06 18:00:00,1,6,18
61,1/6/18 19:00,36,61,16.6,17.4,49,573,25.1,20,0,2018,2018-01-06 19:00:00,1,6,19
62,1/6/18 20:00,49,42,16.6,16.6,51,573,24.2,21,0,2018,2018-01-06 20:00:00,1,6,20
63,1/6/18 21:00,35,33,16.6,15.9,56,573,23.5,23,0,2018,2018-01-06 21:00:00,1,6,21
66,1/8/18 16:00,25,41,16.6,22.0,42,572,29.4,17,0,2018,2018-01-08 16:00:00,1,8,16
67,1/8/18 17:00,35,31,16.6,20.6,49,573,28.4,20,0,2018,2018-01-08 17:00:00,1,8,17
68,1/8/18 18:00,29,24,16.6,19.1,56,573,26.8,22,0,2018,2018-01-08 18:00:00,1,8,18
69,1/8/18 19:00,19,21,16.6,17.5,63,574,25.3,25,0,2018,2018-01-08 19:00:00,1,8,19
70,1/8/18 20:00,22,27,16.6,16.8,68,574,24.1,28,0,2018,2018-01-08 20:00:00,1,8,20
71,1/8/18 21:00,25,20,16.6,16.3,69,574,23.6,28,0,2018,2018-01-08 21:00:00,1,8,21
72,1/8/18 22:00,18,17,16.6,15.7,71,574,22.9,29,0,2018,2018-01-08 22:00:00,1,8,22
73,1/8/18 23:00,18,14,16.6,15.3,72,574,22.2,30,0,2018,2018-01-08 23:00:00,1,8,23
74,1/9/18 0:00,14,20,16.6,15.0,73,574,21.9,30,0,2018,2018-01-09 00:00:00,1,9,0
75,1/9/18 1:00,18,14,16.6,14.6,76,573,21.7,31,0,2018,2018-01-09 01:00:00,1,9,1
76,1/9/18 2:00,13,18,16.6,14.5,77,573,21.6,31,0,2018,2018-01-09 02:00:00,1,9,2
77,1/9/18 3:00,21,26,16.6,13.5,80,573,21.4,31,0,2018,2018-01-09 03:00:00,1,9,3
78,1/9/18 4:00,26,25,16.6,13.4,80,573,20.8,32,0,2018,2018-01-09 04:00:00,1,9,4
79,1/9/18 5:00,29,33,16.6,13.5,80,573,21.2,31,0,2018,2018-01-09 05:00:00,1,9,5
80,1/9/18 6:00,33,38,16.6,13.6,80,574,21.2,31,0,2018,2018-01-09 06:00:00,1,9,6
81,1/9/18 7:00,50,72,16.6,14.2,77,574,21.4,30,0,2018,2018-01-09 07:00:00,1,9,7
82,1/9/18 8:00,65,57,16.6,15.0,73,575,21.9,30,0,2018,2018-01-09 08:00:00,1,9,8
83,1/9/18 9:00,40,35,16.6,16.1,68,575,22.7,28,0,2018,2018-01-09 09:00:00,1,9,9
84,1/9/18 10:00,35,34,16.6,18.1,59,574,24.7,25,0,2018,2018-01-09 10:00:00,1,9,10
87,1/9/18 13:00,33,35,16.6,20.3,52,573,29.2,20,0,2018,2018-01-09 13:00:00,1,9,13
88,1/9/18 14:00,38,38,16.6,21.3,48,572,30.6,18,0,2018,2018-01-09 14:00:00,1,9,14
89,1/9/18 15:00,35,36,16.6,20.7,49,572,30.2,18,0,2018,2018-01-09 15:00:00,1,9,15
90,1/9/18 16:00,35,31,16.6,20.3,52,573,28.9,20,0,2018,2018-01-09 16:00:00,1,9,16
91,1/9/18 17:00,32,36,16.6,19.7,56,573,28.1,21,0,2018,2018-01-09 17:00:00,1,9,17
92,1/9/18 18:00,32,37,16.6,18.6,61,573,26.9,23,0,2018,2018-01-09 18:00:00,1,9,18
93,1/9/18 19:00,33,27,16.6,17.3,68,574,25.7,26,0,2018,2018-01-09 19:00:00,1,9,19
94,1/9/18 20:00,30,37,16.6,16.9,71,574,25.2,27,0,2018,2018-01-09 20:00:00,1,9,20
95,1/9/18 21:00,40,38,16.6,16.3,75,575,24.7,28,0,2018,2018-01-09 21:00:00,1,9,21
96,1/9/18 22:00,41,39,16.6,16.0,76,575,24.5,28,0,2018,2018-01-09 22:00:00,1,9,22
97,1/9/18 23:00,23,18,16.6,15.4,78,574,23.9,29,0,2018,2018-01-09 23:00:00,1,9,23
98,1/10/18 0:00,15,20,16.6,15.2,78,574,23.4,30,0,2018,2018-01-10 00:00:00,1,10,0
99,1/10/18 1:00,22,20,16.6,15.0,78,574,23.1,30,0,2018,2018-01-10 01:00:00,1,10,1
100,1/10/18 2:00,24,23,16.6,14.8,79,573,23.0,30,0,2018,2018-01-10 02:00:00,1,10,2
101,1/10/18 3:00,23,22,16.6,14.2,83,573,22.9,31,0,2018,2018-01-10 03:00:00,1,10,3
102,1/10/18 4:00,19,25,16.6,14.1,84,573,22.7,31,0,2018,2018-01-10 04:00:00,1,10,4
103,1/10/18 5:00,27,27,16.6,13.6,86,574,22.3,31,0,2018,2018-01-10 05:00:00,1,10,5
104,1/10/18 6:00,26,36,16.6,13.6,84,574,22.1,31,0,2018,2018-01-10 06:00:00,1,10,6
105,1/10/18 7:00,43,48,16.6,13.9,83,574,22.3,30,0,2018,2018-01-10 07:00:00,1,10,7
106,1/10/18 8:00,35,38,16.6,14.1,83,575,22.4,31,0,2018,2018-01-10 08:00:00,1,10,8
107,1/10/18 9:00,47,59,16.6,14.9,81,575,22.7,30,0,2018,2018-01-10 09:00:00,1,10,9
108,1/10/18 10:00,44,39,16.6,16.4,73,575,24.2,28,0,2018,2018-01-10 10:00:00,1,10,10
109,1/10/18 11:00,34,41,16.6,17.6,66,574,26.3,24,0,2018,2018-01-10 11:00:00,1,10,11
110,1/10/18 12:00,37,31,16.6,17.5,66,574,26.7,24,0,2018,2018-01-10 12:00:00,1,10,12
111,1/10/18 13:00,24,29,16.6,18.5,61,573,27.2,23,0,2018,2018-01-10 13:00:00,1,10,13
112,1/10/18 14:00,33,36,16.6,20.3,54,573,29.0,20,0,2018,2018-01-10 14:00:00,1,10,14
113,1/10/18 15:00,39,43,16.6,20.3,53,573,30.0,19,0,2018,2018-01-10 15:00:00,1,10,15
114,1/10/18 16:00,38,34,16.6,19.6,56,573,29.0,20,0,2018,2018-01-10 16:00:00,1,10,16
115,1/10/18 17:00,36,45,16.6,18.9,58,573,27.8,21,0,2018,2018-01-10 17:00:00,1,10,17
116,1/10/18 18:00,41,43,16.6,18.0,63,573,26.5,23,0,2018,2018-01-10 18:00:00,1,10,18
117,1/10/18 19:00,40,38,16.6,17.1,66,574,25.4,25,0,2018,2018-01-10 19:00:00,1,10,19
118,1/10/18 20:00,33,31,16.6,16.1,70,574,24.6,26,0,2018,2018-01-10 20:00:00,1,10,20
119,1/10/18 21:00,29,22,16.6,15.6,70,574,23.6,27,0,2018,2018-01-10 21:00:00,1,10,21
120,1/10/18 22:00,25,26,16.6,14.7,75,574,22.8,29,0,2018,2018-01-10 22:00:00,1,10,22
121,1/10/18 23:00,33,42,16.6,13.4,82,574,21.9,30,0,2018,2018-01-10 23:00:00,1,10,23
122,1/11/18 0:00,33,31,16.6,12.2,86,574,20.8,31,0,2018,2018-01-11 00:00:00,1,11,0
123,1/11/18 1:00,30,30,16.6,11.7,88,573,20.0,33,0,2018,2018-01-11 01:00:00,1,11,1
124,1/11/18 2:00,30,29,16.6,12.1,87,573,20.2,33,0,2018,2018-01-11 02:00:00,1,11,2
125,1/11/18 3:00,27,24,16.6,12.9,82,573,21.0,32,0,2018,2018-01-11 03:00:00,1,11,3
126,1/11/18 4:00,22,26,16.6,13.2,81,573,21.4,31,0,2018,2018-01-11 04:00:00,1,11,4
127,1/11/18 5:00,28,19,16.6,13.1,80,573,21.5,30,0,2018,2018-01-11 05:00:00,1,11,5
128,1/11/18 6:00,15,20,16.6,13.0,81,574,21.2,31,0,2018,2018-01-11 06:00:00,1,11,6
129,1/11/18 7:00,22,29,16.6,13.3,79,574,21.3,30,0,2018,2018-01-11 07:00:00,1,11,7
130,1/11/18 8:00,41,56,16.6,14.5,74,575,22.3,28,0,2018,2018-01-11 08:00:00,1,11,8
131,1/11/18 9:00,44,45,16.6,16.4,65,575,24.5,25,0,2018,2018-01-11 09:00:00,1,11,9
132,1/11/18 10:00,40,41,16.6,18.5,56,574,26.8,21,0,2018,2018-01-11 10:00:00,1,11,10
133,1/11/18 11:00,42,36,16.6,20.2,51,574,28.6,20,0,2018,2018-01-11 11:00:00,1,11,11
134,1/11/18 12:00,29,31,16.6,20.7,51,574,29.6,19,0,2018,2018-01-11 12:00:00,1,11,12
135,1/11/18 13:00,31,30,16.6,21.1,50,573,30.5,18,0,2018,2018-01-11 13:00:00,1,11,13
136,1/11/18 14:00,34,35,16.6,21.8,48,573,30.7,18,0,2018,2018-01-11 14:00:00,1,11,14
137,1/11/18 15:00,35,36,16.6,22.3,46,572,31.0,17,0,2018,2018-01-11 15:00:00,1,11,15
138,1/11/18 16:00,32,36,16.6,22.7,44,572,30.9,17,0,2018,2018-01-11 16:00:00,1,11,16
139,1/11/18 17:00,33,31,16.6,21.1,50,573,29.8,19,0,2018,2018-01-11 17:00:00,1,11,17
140,1/11/18 18:00,26,25,16.6,18.2,61,573,26.9,23,0,2018,2018-01-11 18:00:00,1,11,18
141,1/11/18 19:00,25,26,16.6,16.5,68,573,24.5,26,0,2018,2018-01-11 19:00:00,1,11,19
142,1/11/18 20:00,23,28,16.6,15.5,72,574,23.0,29,0,2018,2018-01-11 20:00:00,1,11,20
143,1/11/18 21:00,22,26,16.6,14.9,76,574,22.2,30,0,2018,2018-01-11 21:00:00,1,11,21
144,1/11/18 22:00,21,22,16.6,14.7,78,575,21.8,32,0,2018,2018-01-11 22:00:00,1,11,22
145,1/11/18 23:00,18,19,16.6,14.4,79,574,21.5,32,0,2018,2018-01-11 23:00:00,1,11,23
146,1/12/18 0:00,22,20,16.6,13.9,80,574,21.2,32,0,2018,2018-01-12 00:00:00,1,12,0
147,1/12/18 1:00,18,17,16.6,13.1,83,574,20.5,33,0,2018,2018-01-12 01:00:00,1,12,1
148,1/12/18 2:00,17,23,16.6,13.4,83,574,20.6,33,0,2018,2018-01-12 02:00:00,1,12,2
149,1/12/18 3:00,24,26,16.6,12.8,85,573,20.7,32,0,2018,2018-01-12 03:00:00,1,12,3
150,1/12/18 4:00,28,36,16.6,12.4,86,573,20.0,34,0,2018,2018-01-12 04:00:00,1,12,4
151,1/12/18 5:00,39,55,16.6,11.8,87,574,19.4,34,0,2018,2018-01-12 05:00:00,1,12,5
152,1/12/18 6:00,58,80,16.6,11.7,88,574,19.0,34,0,2018,2018-01-12 06:00:00,1,12,6
153,1/12/18 7:00,103,140,16.6,12.9,83,575,19.7,33,0,2018,2018-01-12 07:00:00,1,12,7
154,1/12/18 8:00,100,76,16.6,15.2,72,575,21.9,29,0,2018,2018-01-12 08:00:00,1,12,8
155,1/12/18 9:00,58,56,16.6,16.8,63,575,24.7,24,0,2018,2018-01-12 09:00:00,1,12,9
156,1/12/18 10:00,44,39,16.6,18.1,57,575,26.2,22,0,2018,2018-01-12 10:00:00,1,12,10
157,1/12/18 11:00,37,36,16.6,19.9,49,574,27.8,19,0,2018,2018-01-12 11:00:00,1,12,11
158,1/12/18 12:00,36,37,16.6,21.2,44,574,29.2,17,0,2018,2018-01-12 12:00:00,1,12,12
159,1/12/18 13:00,29,28,16.6,22.6,39,573,30.7,16,0,2018,2018-01-12 13:00:00,1,12,13
160,1/12/18 14:00,29,34,16.6,22.8,39,573,31.6,15,0,2018,2018-01-12 14:00:00,1,12,14
161,1/12/18 15:00,30,31,16.6,22.6,40,572,31.8,15,0,2018,2018-01-12 15:00:00,1,12,15
162,1/12/18 16:00,32,28,16.6,22.5,41,572,31.1,16,0,2018,2018-01-12 16:00:00,1,12,16
163,1/12/18 17:00,31,30,16.6,20.7,44,573,29.7,16,0,2018,2018-01-12 17:00:00,1,12,17
164,1/12/18 18:00,27,28,16.7,18.0,51,573,26.6,19,0,2018,2018-01-12 18:00:00,1,12,18
165,1/12/18 19:00,26,32,16.6,16.5,59,574,24.4,23,0,2018,2018-01-12 19:00:00,1,12,19
166,1/12/18 20:00,31,32,16.6,15.5,63,574,23.0,25,0,2018,2018-01-12 20:00:00,1,12,20
167,1/12/18 21:00,36,44,16.6,14.8,66,574,22.3,26,0,2018,2018-01-12 21:00:00,1,12,21
168,1/12/18 22:00,43,47,16.6,13.9,69,574,21.5,27,0,2018,2018-01-12 22:00:00,1,12,22
169,1/12/18 23:00,48,50,16.6,12.7,73,574,20.6,28,0,2018,2018-01-12 23:00:00,1,12,23
170,1/13/18 0:00,47,49,16.6,12.1,75,574,19.7,29,0,2018,2018-01-13 00:00:00,1,13,0
171,1/13/18 1:00,48,57,16.6,11.6,77,573,19.2,30,0,2018,2018-01-13 01:00:00,1,13,1
172,1/13/18 2:00,70,85,16.6,11.0,79,573,18.7,31,0,2018,2018-01-13 02:00:00,1,13,2
173,1/13/18 3:00,74,73,16.6,10.7,79,573,18.2,31,0,2018,2018-01-13 03:00:00,1,13,3
174,1/13/18 4:00,81,98,16.6,10.1,81,573,17.7,30,0,2018,2018-01-13 04:00:00,1,13,4
175,1/13/18 5:00,96,114,16.6,9.9,82,573,17.5,30,0,2018,2018-01-13 05:00:00,1,13,5
178,1/15/18 13:00,16,17,16.6,22.5,11,573,29.5,5,0,2018,2018-01-15 13:00:00,1,15,13
180,1/15/18 15:00,1,15,16.6,23.1,11,572,31.6,5,0,2018,2018-01-15 15:00:00,1,15,15
181,1/15/18 16:00,14,13,16.6,22.4,13,572,30.9,6,0,2018,2018-01-15 16:00:00,1,15,16
182,1/15/18 17:00,11,15,16.6,21.2,17,573,29.4,7,0,2018,2018-01-15 17:00:00,1,15,17
183,1/15/18 18:00,13,16,16.6,18.8,21,573,26.9,9,0,2018,2018-01-15 18:00:00,1,15,18
184,1/15/18 19:00,15,21,16.6,16.7,26,574,24.3,11,0,2018,2018-01-15 19:00:00,1,15,19
185,1/15/18 20:00,28,36,16.6,15.4,30,574,22.7,13,0,2018,2018-01-15 20:00:00,1,15,20
186,1/15/18 21:00,42,97,16.6,14.1,34,574,21.6,14,0,2018,2018-01-15 21:00:00,1,15,21
187,1/15/18 22:00,98,87,16.6,13.2,36,574,20.7,15,0,2018,2018-01-15 22:00:00,1,15,22
188,1/15/18 23:00,82,90,16.6,12.4,38,574,19.9,16,0,2018,2018-01-15 23:00:00,1,15,23
189,1/16/18 0:00,88,81,16.6,11.4,40,574,19.0,16,0,2018,2018-01-16 00:00:00,1,16,0
190,1/16/18 1:00,59,52,16.6,10.8,41,574,18.3,17,0,2018,2018-01-16 01:00:00,1,16,1
191,1/16/18 2:00,48,50,16.6,10.3,43,573,17.7,18,0,2018,2018-01-16 02:00:00,1,16,2
192,1/16/18 3:00,44,44,16.6,10.0,44,573,17.3,18,0,2018,2018-01-16 03:00:00,1,16,3
193,1/16/18 4:00,51,68,16.6,9.9,43,573,17.0,18,0,2018,2018-01-16 04:00:00,1,16,4
194,1/16/18 5:00,53,44,16.6,9.9,40,573,16.8,17,0,2018,2018-01-16 05:00:00,1,16,5
195,1/16/18 6:00,49,77,16.6,10.0,37,574,16.8,16,0,2018,2018-01-16 06:00:00,1,16,6
196,1/16/18 7:00,104,162,16.6,13.1,28,574,18.1,13,0,2018,2018-01-16 07:00:00,1,16,7
197,1/16/18 8:00,106,65,16.7,16.2,22,574,22.3,10,0,2018,2018-01-16 08:00:00,1,16,8
198,1/16/18 9:00,60,65,16.6,17.5,21,574,25.1,9,0,2018,2018-01-16 09:00:00,1,16,9
199,1/16/18 10:00,52,41,16.6,19.1,17,574,26.9,8,0,2018,2018-01-16 10:00:00,1,16,10
200,1/16/18 11:00,38,39,16.6,20.6,16,574,28.3,7,0,2018,2018-01-16 11:00:00,1,16,11
201,1/16/18 12:00,28,28,16.6,22.5,14,573,29.8,6,0,2018,2018-01-16 12:00:00,1,16,12
202,1/16/18 13:00,29,31,16.6,23.4,14,573,31.1,6,0,2018,2018-01-16 13:00:00,1,16,13
203,1/16/18 14:00,29,28,16.6,24.1,14,572,32.1,6,0,2018,2018-01-16 14:00:00,1,16,14
204,1/16/18 15:00,23,30,16.6,24.9,13,572,32.6,6,0,2018,2018-01-16 15:00:00,1,16,15
205,1/16/18 16:00,28,29,16.6,24.5,14,572,32.5,6,0,2018,2018-01-16 16:00:00,1,16,16
206,1/16/18 17:00,35,29,16.6,23.2,16,572,31.1,7,0,2018,2018-01-16 17:00:00,1,16,17
207,1/16/18 18:00,23,18,16.6,20.4,21,573,28.5,9,0,2018,2018-01-16 18:00:00,1,16,18
208,1/16/18 19:00,17,20,16.6,17.8,29,573,25.5,12,0,2018,2018-01-16 19:00:00,1,16,19
209,1/16/18 20:00,16,18,16.6,16.6,32,574,23.6,14,0,2018,2018-01-16 20:00:00,1,16,20
210,1/16/18 21:00,49,125,16.6,15.2,37,574,22.7,15,0,2018,2018-01-16 21:00:00,1,16,21
211,1/16/18 22:00,117,98,16.6,14.2,41,574,21.7,16,0,2018,2018-01-16 22:00:00,1,16,22
212,1/16/18 23:00,106,118,16.6,13.4,45,574,21.0,17,0,2018,2018-01-16 23:00:00,1,16,23
213,1/17/18 0:00,108,103,16.6,12.5,46,573,20.2,18,0,2018,2018-01-17 00:00:00,1,17,0
214,1/17/18 1:00,84,54,16.6,12.0,47,573,19.4,19,0,2018,2018-01-17 01:00:00,1,17,1
215,1/17/18 2:00,53,56,16.6,11.6,48,573,18.9,20,0,2018,2018-01-17 02:00:00,1,17,2
216,1/17/18 3:00,47,54,16.6,11.3,48,573,18.6,20,0,2018,2018-01-17 03:00:00,1,17,3
217,1/17/18 4:00,48,45,16.6,11.4,46,572,18.4,19,0,2018,2018-01-17 04:00:00,1,17,4
218,1/17/18 5:00,55,71,16.6,11.3,45,573,18.3,18,0,2018,2018-01-17 05:00:00,1,17,5
219,1/17/18 6:00,89,132,16.6,10.9,47,573,18.2,18,0,2018,2018-01-17 06:00:00,1,17,6
221,1/17/18 8:00,132,90,16.6,16.3,32,574,22.3,14,0,2018,2018-01-17 08:00:00,1,17,8
222,1/17/18 9:00,69,58,16.6,18.3,29,574,25.6,12,0,2018,2018-01-17 09:00:00,1,17,9
223,1/17/18 10:00,44,39,16.6,20.4,24,574,27.9,10,0,2018,2018-01-17 10:00:00,1,17,10
224,1/17/18 11:00,30,33,16.6,21.7,21,573,29.6,9,0,2018,2018-01-17 11:00:00,1,17,11
225,1/17/18 12:00,34,37,16.6,22.6,21,573,30.5,9,0,2018,2018-01-17 12:00:00,1,17,12
226,1/17/18 13:00,36,38,16.6,23.5,20,572,31.4,9,0,2018,2018-01-17 13:00:00,1,17,13
227,1/17/18 14:00,39,36,16.6,24.4,19,572,32.3,8,0,2018,2018-01-17 14:00:00,1,17,14
228,1/17/18 15:00,31,29,16.6,24.7,19,571,32.8,8,0,2018,2018-01-17 15:00:00,1,17,15
229,1/17/18 16:00,31,27,16.6,24.6,20,571,32.6,8,0,2018,2018-01-17 16:00:00,1,17,16
230,1/17/18 17:00,24,23,16.6,23.5,21,571,31.3,9,0,2018,2018-01-17 17:00:00,1,17,17
231,1/17/18 18:00,27,32,16.6,21.7,24,572,29.1,10,0,2018,2018-01-17 18:00:00,1,17,18
232,1/17/18 19:00,25,27,16.6,19.8,28,572,27.1,12,0,2018,2018-01-17 19:00:00,1,17,19
233,1/17/18 20:00,33,49,16.6,18.1,33,573,25.5,14,0,2018,2018-01-17 20:00:00,1,17,20
234,1/17/18 21:00,81,151,16.6,16.8,38,573,24.3,15,0,2018,2018-01-17 21:00:00,1,17,21
235,1/17/18 22:00,130,111,16.6,16.3,38,573,23.4,15,0,2018,2018-01-17 22:00:00,1,17,22
236,1/17/18 23:00,104,95,16.6,15.4,40,573,22.7,16,0,2018,2018-01-17 23:00:00,1,17,23
237,1/18/18 0:00,92,97,16.6,14.3,43,573,22.0,17,0,2018,2018-01-18 00:00:00,1,18,0
238,1/18/18 1:00,74,69,16.6,13.7,43,572,21.1,17,0,2018,2018-01-18 01:00:00,1,18,1
239,1/18/18 2:00,61,70,16.6,13.9,39,572,20.8,17,0,2018,2018-01-18 02:00:00,1,18,2
240,1/18/18 3:00,64,49,16.6,13.2,41,572,20.3,17,0,2018,2018-01-18 03:00:00,1,18,3
241,1/18/18 4:00,46,56,16.6,12.9,41,572,20.0,17,0,2018,2018-01-18 04:00:00,1,18,4
242,1/18/18 5:00,64,79,16.6,12.7,40,572,19.7,17,0,2018,2018-01-18 05:00:00,1,18,5
243,1/18/18 6:00,86,115,16.6,12.7,40,572,19.5,16,0,2018,2018-01-18 06:00:00,1,18,6
245,1/18/18 8:00,136,106,16.7,17.3,31,573,24.0,13,0,2018,2018-01-18 08:00:00,1,18,8
246,1/18/18 9:00,69,60,16.6,19.3,28,573,26.5,12,0,2018,2018-01-18 09:00:00,1,18,9
247,1/18/18 10:00,46,34,16.6,21.6,23,573,29.0,10,0,2018,2018-01-18 10:00:00,1,18,10
248,1/18/18 11:00,29,27,16.6,22.9,22,573,30.8,9,0,2018,2018-01-18 11:00:00,1,18,11
249,1/18/18 12:00,26,34,16.6,23.4,21,572,31.5,9,0,2018,2018-01-18 12:00:00,1,18,12
250,1/18/18 13:00,30,32,16.7,24.2,21,572,32.1,9,0,2018,2018-01-18 13:00:00,1,18,13
251,1/18/18 14:00,31,33,16.6,25.1,20,571,33.1,8,0,2018,2018-01-18 14:00:00,1,18,14
252,1/18/18 15:00,27,24,16.6,25.2,19,571,33.5,8,0,2018,2018-01-18 15:00:00,1,18,15
253,1/18/18 16:00,22,21,16.6,24.8,19,571,33.0,8,0,2018,2018-01-18 16:00:00,1,18,16
254,1/18/18 17:00,23,22,16.6,24.1,19,572,32.0,8,0,2018,2018-01-18 17:00:00,1,18,17
